brand,yyyyww,shopcode,ours_sale,req_sales,req_md,req_product,req_vmd,style_best,style_worst,style_reorder,others_style,others_dept,others_brand,etc,input_userid,input_date,update_userid,update_date,req_productdept
M,2019-49,521,"금주 다운과 바지스타일을 많이 찾으셨습니다. 올시즌은 숏다운이 반응이 좋습니다. DJ03,DJZ1스타일은 남녀,연령대 상관없이 선호하시는 스타일이며 반대로 DJS3은 확고한 스타일을 가지신 고객님들이 찾으십니다. 바지스타일은 계절상관없이 바람막이소재에 조거스타일을 원하시는 분들이 계셨으며 이제는 트레이닝복이라도 면소재를 많이 찾는 분위기는 아닌거같습니다. 현재 출시되고있는 제품들이 작년에비해 많이 세련되졌고,넉넉한 핏이다보니 고객님들이 더만족을 하시고 전속모델이 따로없음에도 오히려 더 반응이좋고 방문하시는 고객님들의 연령대도 많이 다양해졌습니다. ",,,,,"DJ-03,M1,S3,Z1
JP-03,F2,F3
MT-01,05,15,21,C1,C8,C9,F1,F2,F4,R1
CP-05,07,10,11,12,13,15,16,17,18,19,21,53,66,72,77,85,88,89,B4,B5,B7,BC,BD,BG,BL,D1,D2,DC,DG,DI,FB,FN,HG,HV,IG,TF,Y3,YD,YJ
SH-C1,C2,C3,C6,C7,P3,P5
",,,,,,,M521,2019-12-08 00:00:00.000000,,2019-12-08 12:20:09.000000,
M,2019-49,017,"겨울의 시작을 알리는듯 영하권의 날씨가 계속되어 아우터 보시는 고객님들이 많은 한주였습니다.
12월들어 할인행사가 끝나서인지 발걸음을 돌리시는 고객님들이 많아 속상한 한주였으나 롱 패딩할인으로 만회가 된듯합니다",,,,,"DJ02 S2 S3 
CPD2 D2 BB BA BC",,,,단일브랜드 30만원 BC 카드 5%상품권행사,,,m017,2019-12-08 00:00:00.000000,,2019-12-08 20:10:34.000000,
M,2019-49,525,"날씨가 추워지다보니 기모있는상품을 많이 찾으십니다.바지같은경우 아직 얇은스타일밖에 없어 아쉬워하시는분들이 많이계셨습니다.
점퍼스타일은 전체적으로 반응이 좋습니다.화이트칼라찾는분들이 많이계셨습니다
조끼패딩찾는분들이 많이계십니다.다음시즌에는 다양한스타일이 나왔으면 하는바람입니다",,"-CP77, CP12, CP16는 판매량이 좋은 상품이니 주말전에는 넉넉히 출고부탁드립니다.","-CP66 은 빅로고의 깊이감이 깊은 볼캡이라 두상이 큰 여성분들의 반응이 좋습니다
-주머니 지퍼가 없는 후드나 후드집업의 경우 주머니 안에 작은 포켓이있었으면 좋겠습니다.
  카드나 열쇠같이 잃어버리면 안되는 작은 소지품을 넣어놓기에 좋습니다. ",,"MT- 01, 04, 05, 06, 16, 18, 20, 21, 22, C4, C5, F1, F2, F3, F4, M2, R1, R9, W3, W4,C9
HD- 01, 03, 04, 21, F1, R1
OP- 01, 03, 04, 21
JP- 01, 03, F1, F2, F3, F4, F5
DJ- 03, 07,S2,02,Z1,S3
DV- 01
TR- F1, F2
TP- 01
PT- 01
BG- 09, 10, C9
SH- C1, C2 ,C7, P1, P2, P3, P5, PM
CP- 05, 07, 10, 12, 13, 15, 16, 17, 18, 19, 52, 57, 62, 66, 77, 85, B5, B6, B7, BB, BT, DI, FB, IG, IK, IM, IX, QA, YD, YJ",,"MT- 01, 04, 05, 06, 16, 18, 20, 21, 22, C4, C5, F1, F2, F3, F4, M2, R1, R9, W3, W4,C9
HD- 01, 03, 04, 21, F1, R1
OP- 01, 03, 04, 21
JP- 01, 03, F1, F2, F3, F4, F5
DJ- 03, 07,S2,02,Z1,S3
DV- 01
TR- F1, F2
TP- 01
PT- 01
BG- 09, 10, C9
SH- C1, C2 ,C7, P1, P2, P3, P5, PM
CP- 05, 07, 10, 12, 13, 15, 16, 17, 18, 19, 52, 57, 62, 66, 77, 85, B5, B6, B7, BB, BT, DI, FB, IG, IK, IM, IX, QA, YD, YJ",,,,본사수선실에서 매장으로 모자를 보내주실때 폴리에 담아서 보내주세요. ,M525,2019-12-02 00:00:00.000000,M525,2019-12-02 00:00:00.000000,제품이 오염된채 출고되어 다시 본사수선실로 보내는 상품이 너무 많습니다.  검수 꼼꼼히 부탁드립니다.
M,2019-49,027,12월이 시작되면서 주중에는 입점객수가 현저히 줄어든 모습....주말까지도 전주대비 객수가 줄어든 매장분위기....주말에는 주변 동업계 브랜드들은 대부분이 한가한모습을 보이며..그나마 우리매장만이 주말오후에는 시간단위로 붐비는 모습...다운점퍼류에 대한 고객들의 문의는 꾸준한 가운데...숏패딩의 할인이 없다보니...확실히 매출이 주춤한 모습을 보이며...신규가입 할인으로 겨우 판매를 유지...주말부터 롱패딩 할인 들어가면서 되려 롱패딩의 판매가 주말내내 순조롭게 이루졌던 한주.....주로는 10대 자녀와 20대~30대초중반 고객들이 주구매고객층....티셔츠류의 경우 주로 세일상품이 주축으로 판매....함께 팬츠류 문의가 꾸준하고 기모팬츠류의 문의도 지속적으로 많은가운데.....팬츠류 아이템이 적어 고객들의 추가입고 문의도 상당한편....특히 기모레깅스문의가 가장 월등....현재 입고되어있는레깅스도 거의 품절이나 재고부재가 많은상황....레깅스가 세트판매하기 매우 좋은상품 중하나인데...일찍 끝난 분위기라 매우 아쉬움.....MT류처럼 빠른 봄신상품이 입고되어도 좋을듯.....,,,,,,,,,,,,m027,2019-12-08 00:00:00.000000,,2019-12-08 20:38:11.000000,
M,2019-49,025,"날씨의 영향도 있지만 20% 할인판매로 롱패딩 반응이 좋습니다. 
DJ02 의 깔끔하고 무난한 디자인이 판매율이 좋습니다. 
양면자켓 JPF2 는 안감색상이 카키보다는 검정의 선호도가 높습니다. 
코듀로이 캡, 베레모, 스웨이드캡등 겨울성 모자 반응 좋습니다",,,,,,,,,,,,m025,2019-12-08 00:00:00.000000,,2019-12-08 20:52:32.000000,
M,2019-49,195,"12월달부터는 다운판매가 줄어든 상황입니다. 고객분들이 맨투맨이나 바지를 많이보며 
기모상품 MTF4나 MTF2는 온라인에서도 판매가 되며 이번 011 신상 MT07 21도 반응이 있는 편입니다.
날씨가 게속 추워지고 있으므로 아직은 두꺼운 의류 위주로 나가는 편입니다.
신발은 예전만큼은 아니지만 청키슈즈는 여전히 판매가 되고 있습니다.",,,,,,,,,,,,m195,2019-12-08 00:00:00.000000,,2019-12-08 12:18:35.000000,
M,2019-49,034,"롱 다운의 20%할인으로 
잠시 주춤했던 다운판매가 다시 증가하였습니다~!

DJ02,DJS2
따로 성별로 나눠지지는 않고
취향으로 나눠지는 듯합니다.
화이트 계열을 많이 보시기는 하지만
오래 입으시려고 대부분 블랙을 구매하시는 편이에요.

양털은 이제 반응이 아예 끝난 듯한 느낌이구요
청키도 이번주는 별 반응이 없어요ㅠㅠ

다음 주 쯤되어 이제 크리스 마스 선물을 준비하실 때 쯤
매출이 증가하지 않을까 싶어요

계속 똑같이
트레이닝 바지와 일반팬츠를 찾는 고객분들 꾸준하구요
20S 의류가 입고되면서
얇은 두께감의 옷을 찾던 분들이 많은 구매를 하시는 추세입니다.


모자의 경우는 꾸준히 CP77,CP66 위주로 판매가 이루어지고 있지만
다른 컬러도 출시되면 좋을 것 같습니다.

특히 LA베이지 하얀로고 . LA초록 하얀로고 빨간색모자등등
많이 찾는 컬러가 늘어나고 있는 편입니다.

또한 패밀리라인을 찾는 시기가 또 찾아왔어요
생각보다 패밀리 라인이 적고
너무 기본 디자인만 있어서 그런지
유독 선택의 어려움을 겪는 분들이 많으시네요


20S 스타일로는 패밀리라인이 많이 나왔으면 합니다!

",,,,,"MTR9,MTF1,MTF2,MTF4
MTR1,MT06,MTM2,MT05,MT04,MTC1,MTT1,
MT22,MTM2,MTM1,MTR9,MT16,MTC9,MTC8
HD21,HD06,HDT1,HDR1,HDR9,MT18,HDF1
HD10,HDF1
TRF1,TRF2,TR04,TR03,TRT1
TP04,TP03,TPT1
JPF4,JPF2,JPF5
DJ03,DJ02,DJS2,DJS3,DJ04
OP01,
SHC1,SHC2,SHP1,SHC7
BGC9,BGA2,BG
CPFB,CP77,CP15,CP07,CP16,CP18,CP10
CP11,CP66,CPB7,CPB4,CPB3,CPBR",,,,,"백화점 층 행사장 테이트,바인드 행사 진행중",,M034,2019-12-08 00:00:00.000000,M034,2019-12-08 00:00:00.000000,
M,2019-49,042,"2019년12월2일~12월8일 주간판매동향

1.금주내에 백화점 입점 고객님의 경우 , 기모 레깅스을 찾으시는 고객님들이 많이 있으셨습니다.(디자인이 너무 없어서 아쉬워 하심)
2.기모 후드티의 종류가 없어서 아쉬움으로 돌아가시는 고객님들이 많으셨습니다.
3.아노락 종류을 찾으시는 고객님들이 많은 주였습니다.
4.패딩 조끼 종류도 내년에는 좀더 다양화 했으면 좋겠습니다(후드 탈부착상품..)",,,,,,,,,,,,M042,2019-12-08 00:00:00.000000,,2019-12-08 10:44:22.000000,
M,2019-49,084,"날씨가 추워 롱패딩,숏패딩 판매율이 높았습니다.","롱패딩은 20%으로 할인행사를 하는데 숏패딩 행사는 진행 가능한지요??
고객님들의 요청이 있었습니다.",,"기모후드 맨투맨 고객님들이 많이들 찾는데, 디자인들이 부족합니다. 
기모레깅스와 레깅스 스타일을 많이 물어보시고, 많이 찾으십니다.",,"DJ02, DJS2 , JPF2 , BGC9 , CPFB 등이 인기가 좋았습니다.",,고객님들이 JPF2를 많이들 찾습니다. 재입고 가능한지요..?,,,,,M084,2019-12-08 00:00:00.000000,,2019-12-08 20:18:41.000000,"방울모자 , 귀도리 , 귀마개있는 겨울아이템들이 부족해서 고객님들이 
많이들 찾습니다."
M,2019-49,044,"패딩할인을 기다리시던 고객분들이 많았던 한주였습니다.  적당한 기장과 깔끔한 로고로 연령상관없이 좋은 반응을보인 DJ02 롱패딩은 커플구매도 좋았습니다.
MTC8 (20~30대)남여커플티셔츠/패밀리티셔츠는 좋은 반응을 보였습니다.
베이지 컬러가 새로 입고되면서 구매가 많았던 숏다운 DJ03 (20~30대) 남/여모두 좋은 반응을 보였고
TRT3/TPT3 적당한 기장감과 오버스타일로 스트릿스타일로 좋은 반응을 보였습니다.
BGC9/CPFB 여전히 좋은반응을 보이며 빅로고 크로스백 BGP2 스타일은 동남아분들한테 더 좋은 반응을 보였습니다.
CP66 깊이감과 컬러가 남여 모두 좋은반응을 보임
CP77/CPY1/CP19 무난한스타일로 좋은 반응을보임 ",,,,,MTF1/JPF3/JPF2/JPF4/MT18/MT22/MTR9/CPDB/CPCPYD/CPFB,,MT18/MT22/MTR9/CPDB/CPCPYD/CPFB,"NBA
N194JP110(패딩점퍼)-169,000",,,,M044,2019-12-08 00:00:00.000000,,2019-12-08 20:35:50.000000,
M,2019-50,078,다운점퍼의 판매가 꾸준히 이어지고 있고 비니와 골덴소재의 모자 판매량이 늘었습니다. 골덴소재의 모자는 재고부족으로 인해 판매가 이루어지지 않고 있습니다. 빅볼청키의 판매도 꾸준히 이어나가고 있습니다. ,,,,,,,,,"30/60/100 5% 
주머니&상품권 ",,,M078,2019-12-09 00:00:00.000000,,2019-12-09 11:06:31.000000,
M,2019-50,084,"날씨가 많이 추워져 DJ02,JPF2, DJ03 의 반응이 좋은것 같습니다.
","여성고객님들이 HDF1,JPF2의 사이즈 재입고 문의를 많이들 하십니다. 
CPYD911도 인기가 좋아 고객님들이 재입고 문의를 많이 하십니다. 혹시 재입고 가능한지요..??",,"CPDG941가 여성사이즈에 맞게 작게 나왔으면 좋겠습니다. 
남성분들보다 여성분들의 문의가 많으셔서 사이즈별로 나왔으면 좋겠습니다 ~!
",,"DV01,JPF1,DJ02, DJS2 , JPF2 , SHC1 , SHC2 , CP77 ,BGC9 , MTZ5 ,SHC7 ,SHP1 ,MT21, MT05 ",,,,,,,M084,2019-12-15 00:00:00.000000,M084,2019-12-15 00:00:00.000000,"가볍게 입기좋은 경량패딩과 귀도리를 많이 여쭤봅니다. 
겨울아이템들이 많이 나왔으면 좋겠습니다."
M,2019-50,044,"DJS2 롱패딩은 10대~30대 여성분들한테 좋은 반응이었고 DJ02 깔끔한 로고와 적당한 기장과 연령상관없이 남여모두 커플구매도 좋은 반응이었습니다.
신상품 HDM1011(20~30대)남여커플티셔츠로 좋은반응을보이며 그레이컬러를 많이 찾으십니다.
DJ03 (20~30대) 남/여모두 좋은 반응이었으며 베이지 컬러를 문의하시는분들도 많았습니다.
TRT3/TPT3 적당한 기장감과 오버스타일로 스트릿스타일로 좋은 반응을 보였습니다.
BGC9/CPFB 여전히 좋은반응을 보이며 빅로고 크로스백 BGP2 스타일은 동남아분들한테 더 좋은 반응을 보였습니다.
CP57 스냅백은 남성분들에게 무난하게 좋은 반응을 보임
CP77/CPY1/CP19 무난한스타일로 좋은 반응을보임 ",,,,,MT22/MTR9/HDM1/CPDB/CPYD/CPFB/SHC3/SHC7,,MT22/MTR9/HDM1/CPDB/CPYD/CPFB,"NBA;N194TS953(맨투맨)-39,000/N194JP110(패딩점퍼)-169,000",,,,M044,2019-12-15 00:00:00.000000,M044,2019-12-15 00:00:00.000000,
M,2019-50,045,"저번주보다는 분위기가 조금은 나아졌다. 아주 큰 기대에는 못미치지만.. 숏, 롱 둘다 인기는 좋지만 많이씩을 못파는게 아쉽다. 아직도 기모레깅스를 찾으시는분들에 비해 한가지의 종류도 없다는점과 겨울용 레깅스조차 두꺼운게 별로 없다는점..이너중에 특히나 그레이, 네이비를 찾는 분들이 많은데에 비해 색상이 없는것과 트레이닝 바지중에 XXL 를 찾는분들이 많다. 블랙만 나오기보다는 좀더 밝은 칼라들도 나와주면 좋겠다.",,,,,,,,,,,,M045,2019-12-15 00:00:00.000000,,2019-12-15 13:27:25.000000,
M,2019-50,017,이번주는 비니판매와 맨투맨 판매가 많은 한주입니다.,아우터 세일계획이 없는지 궁금합니다.,,,,,,,,국민카드 30만원이상5%상품권행사,리바이스 버커루 nba 대합실 매대 행사,,m017,2019-12-15 00:00:00.000000,,2019-12-15 19:24:17.000000,
M,2019-50,022,"이번주한주는 날씨기온이 떨어진 한주였습니다
기온이 떨어지니깐 고객님들 다운점퍼를 많이 보시로 오십니다 10~30대사이가 가장많이 오고 많이 입어봅니다
10대들은 부모님들이랑 같히 오다보니깐 금액적으로 타브랜드에 비해 금액대가 높다보니깐 학생은 마음에 들어도
부모님들이 구매를 망설이는 경우가 있습니다 20~30대 사이에서는 기능성과 무게감을 많이 보는거같습니다 총장길이도 많이 
중요시 하는거같습니다 
신발같은경우에는 SHC1 SHC2 SHP1 SHPM 등 고객님들이 많이 신어보시고 많이 판매도 되고있지만 고객님들이
SHC6 SHC7등 많이 신고다니지 않는 상품을 많이 찾는거 같습니다",,,,,,,,,"신세계삼성카드 30 60 100 5% 상품권증정
신세계씨티카드 상동",NBA F/W 균일가 진행중,,m022,2019-12-15 00:00:00.000000,,2019-12-15 10:26:13.000000,
M,2019-50,025,"DJS3, DJ03, DJZ1 숏패딩의 판매율이 좋습니다.
DJ03의 문의가 너무 많습니다. 재고가 많이 부족합니다. 
20% 할인판매하는 롱패딩 DJ02의 판매율이 호조를 보입니다.
DJ02도 옆트임이 있었더라면 반응이 더 좋았을 것 같습니다
BGP3, BGP4 의 반응이 좋습니다.
CP77, CP66이 기본캡을 찾으시는 분들께 권해드리면 만족도가 높습니다",,,,,,,,,,,,m025,2019-12-15 00:00:00.000000,,2019-12-15 14:37:25.000000,
M,2019-50,027,"완연한 겨울날씨가 시작되었으나 크게 추위가 없는 날이 지속되면서 연말이 되면서 아우터 패딩 문의나 구매 고객 비중이 확연히 줄어들었던 한 주,,갑자기 12월들어 입점 고객 수가 1~2주 전과 비교하여 확연히 줄어든 모습을 보이며 불과 2주전과 비교하여 객단가도 현저히 낮아진 모습을 보였음,, 그러다보니 품할 상품인 MT나 HD를 비롯하여 남은 세일상품들이 간간히 판매가되고 소량의 아우터류가 판매되었던 한 주,,그나마 금주 입고된 여성전용 원피스나 레깅스의 신상품입고로 입고된 날부터 반응호조로 판매를 보이고있음....지속적으로 기모팬츠류문의가 꾸준한가운데...이번시즌 기모팬츠류 아이템이 적어 매우아쉬움..특히 블랙컬러가 주축으로 판매되는 편인데...TP04의 경우 블랙의 재고부재로 판매할 상품마저 없어 매우 아쉬운 상황,,",,,,,,,,,,,,m027,2019-12-15 00:00:00.000000,,2019-12-15 20:29:21.000000,
M,2019-50,034,"크리스마스,연말,새해
여러가지 의미로 소비가 많아지는 날들을 앞두고있는
12월초반 입니다.

많은 분들이 소비를 줄이고 있는 느낌이듭니다.


백화점 자체에도 입점고객은 그리 많지 않고
시네마나 식당가 쪽에만 있네요.


요 며칠 날씨가 미세먼지로 뒤덮힌 날이 많았는데
이번 주말은 날이 참 좋아서 그런지
주말 마저도 고객이 그리 많지 않습니다.

크리스마스 당일이 되어야 그나마 많지 않을까 생각해봅니다.


요즘 고객분들이 제일 많이 찾으시는 상품은
CP70-07L 그리고 CPYD 정도?


연예인협찬이나 언론,SNS에 노출된 상품들이
빠르게 게시판에 올라오면 좋을텐데

많은 분들이 찾는 상품들은 대 부분 
누군가가 착용한 상품을 보고 찾는경우가 많으신 편이지만
매장에 모르는 경우도 있어서
난감한 상황이 발생하기도 합니다.

특히 이번에 나혼자산다에 CP70 상품이
노출되고 난 후 문의전화, 매장으로 문의하러 오는 분들이
엄청 많았어요.

이 정도면 본사에서도 알았을텐데
리오더를 진행여부의 피드백을 빠르게 주면 좋았을텐데 하는 아쉬움이 있습니다.


청키의 반응은 꾸준한 가운데
요즘은 SHC2 07W이나 SHC1 07W 보다
SHC6,SHC7의 반응이 조금 더 올라간 편입니다.

C6과C7은 10단위인지라
사이즈가 애매해서 고민하는 분들이 있낀하지만
그만큼 더 구매욕구가 커지는 느낌????
결국 돌아와서 다시 구매하는 분들이 대부분이네요
",,,,,"CP77,CP66,CPYD,CP10,CP11,CPFB,CP85
DJ02,DJ03,DJS2.DJS3
MT21,MT06,MTF1,MTF4
HD10,HD08
SHC1,SHC2,SHC6,SHC7
TP02,TR02,BGC9",,,,,"게스,리바이스,버커루 백화점 층 행사장 행사 진행 중.",,M034,2019-12-15 00:00:00.000000,,2019-12-15 12:55:55.000000,
M,2019-50,042,"2019년12월9일~2019년12월15일 주간판매동향

1.금주내에 백화점 입점 고객님의 경우, 기모 후드티셔츠와 맨투맨을 찾으시는 고객님이 많으셨습니다.
2.빅로고 스타일의 모자을 찾으시는 고객님들이 많으셨습니다..
3.트레이닝 복의 경우 , 와이드한 스타일을 찾으시는 고객님들도 많은 주였습니다..
4.기본 면티 스타일이 박시하지 않고 기본으로 나왔으면 하시는 고객님들이 많으세요.. 디자인이 반반으로 나왔으면 좋겠습니다..",,,,,,,,,,,,M042,2019-12-15 00:00:00.000000,,2019-12-15 10:43:09.000000,
M,2019-50,079,"DJ03베이지 칼라를 찾으시는 고객님이 많이 계셨지만 재고가 없어 판매로는 이어지지는 않았습니다.
의류같은경우 오버사이즈 라인들의 판매율이 좋았으며 트레이닝 바지를 찾으시는 고객님들도 많이 계셨습니다.
꾸준히 청키라인은 판매가 좋았으며 모자같은경우도
기본스타일인 CP77,CP66상품과 겨울소재의 모자들이 판매가 좋았으며 비니도 꾸준히 좋은 반응을 보였습니다.",,,,,"CP77,CP66,CPYL,CPB1,CPB6,DJS2,DJ02,DJ03,DJS3,MT05,JPF2",,,,12월6일~25일-신세계 씨티 클리어카드 전장르합산 30/60/100  5%상품권증정,,,M079,2019-12-15 00:00:00.000000,,2019-12-15 15:49:17.000000,
M,2019-50,179,"예년에 비해 강추위도 없고 기온이 높아 롱패딩보다 숏패딩을 찾는 분들이 많습니다.

10~30대 분들은 대부분 숏패딩을 찾으시는데 주요 칼라, 주요 사이즈들은 재고가 없어 판매에 어려움이 많습니다.

재고 문제는 숏패딩뿐만 아니라 트레이닝팬츠, 기모 상품들 등 모두 포함되며 1월까지도 겨울상품을 판매해야하는데 앞으로도 걱정이 큽니다. 

의류 판매가 주를 이뤄야하는데 매장에서 악세사리 판매가 주가 되어 큰 매출을 일으킬 수 없어 안타깝습니다.  

DJ03 50B 리오더가 안된다고 들었는데 MLB 공식홈에서는 일시품절로 되어 있습니다.

간혹 매장에서 알고 있는 내용과 공식홈에 올라와 있는 내용하고 다른데 매장게시판을 통해 직원들에게 제대로 내용 인지 시켜 주셨으면 합니다.

메스컴에 MLB 상품들의 노출이 많이 되고 있고 마켓팅팀에서도 상품을 요구하는게 많으신데,

메스컴에 노출이 되는건 좋으나 매장 판매에 도움이 될 수 있게 재고가 많은것들 위주로 노출되게 해주셨으면 합니다.

매장에서도 반응이 좋아 이미 전국적으로 재고가 없는 상품들을 노출시키면 매장에 콜센터처럼 전화가 많이 와서 

매장 업무하는데도 곤란하고 매번 전국품절이라고 말하는 직원들 입장에서도 고객님들께 죄송한 마음뿐입니다.

매장 재고를 고려해 주셨으면 합니다. ",,,,,"SHC1,C2,C6,C7

DJ03,04,S2,Z1

MT03,05,13,C1

PT01,02

HDF1

CP66,77,CP",,DJ03,,전관 전시새 단일 3/5/10 백만원 이상 15/25/50만원 상품권(12~15일),,,m179,2019-12-15 00:00:00.000000,m179,2019-12-15 00:00:00.000000,
M,2019-50,193,"이번주 날씨가 많이 풀려서인지 야구점퍼 보러 오시는 분들이 많았습니다 또 외국분들이
JP01 JP02 JP03 JP04 상품 찾는 분들이 굉장히 많았습니다 그리고 간편하게 입기 좋은 
집업 많이 보시는데 그중에 TR03 TR02 상품 반응이 좋습니다 맨투맨으로는 MTM1 상품
이 반응이 좋고 또 MTF2 상품이 핏이 이쁘다보니 반응이 좋습니다 바지로는 PT01 옆에 
로고 있는 상품 핏도 이쁘고 편하다보니 반응이 좋습니다 TRF2 상품도 찾는분들이 많고
조끼 DV01 반응이 아주 좋습니다 몇가지더 나와도 나쁘지 않았을뻔 했습니다 모자로는 
CP12 CP16 같이 밴드형 모자가 반응이 좋고 인기 있습니다 확실히 남성분들은 머리가 
크다보니 밴드형을 더 선호합니다 또 CP77 반응이 좋은데 더 크게 나온 CP66 상품도 반
응이 좋고 인기 있습니다 오리털점퍼 중에는 이번에 DJZ1 DJ03 반응이 아주 좋습니다 
숏점퍼는 그래도 리오더가 되어서 날씨 풀릴때 입기 좋아 나왔으면 합니다 롱점퍼는 엄
청 추울때 입는 느낌이 강해서 날씨 풀리면 잘 안보시는데 숏점퍼는 학생들도 많이 입고
하다보니 그래도 1,2월에도 많이 나갈수 있는 상품입니다 소량이라도 리오더가 되었으면
합니다 1,2,3월에 늦게 점퍼 보러 오시는분들도 계시다보니 나왔으면 합니다 아쉬운건 
지금 기모 상품 찾는 분들이 굉장히 많은데 HDR9 MTR9 MT22 같이 갑자기 빠져서 너무 
나 아쉽습니다 반응도 좋아 인기가 굉장히 많았던 상품인데 얇은건 거의 안봅니다 ",,,,,"DJZ1: 등판 로고 귀엽다고 하시는 분들이 많습니다 
DJ03 : 인기가 제일 많은 점퍼 반응 아주좋습니다 
JP01 JP02 JP03 JP04 : 얇은거 찾는 분들이 많습니다 특히 외국 고객님들은 자기 나라가 
따뜻하다보니 얇은거 구매를 하십니다 
MTM1 : 맨투맨중에 반응이 가장 좋은 상품",,"HDR9 MTR9 : 기모 상품 찾는 분들이 정말 많은데 지금이 팔 시기인데 빠져서 아쉽습니다 
DJ03 DJZ1 : 숏점퍼는 그래도 날씨 풀려도 입기 좋아서 1,2,3월에도 보실수 있는 상품입니다 
SHC1 SHC2 SHC6 SHC7 : 그래도 청키슈즈 반응이 꾸준히 있습니다 
DV01 : 오리털조끼 날씨 풀려도 볼수 있는상품 반응도 좋습니다 
",,,,,m193,2019-12-15 00:00:00.000000,,2019-12-15 12:18:20.000000,
M,2019-50,195,"점점 추워지는 겨울 날씨 때문인지 두꺼운거 찾으시는 분들이 많습니다,
맨투맨에서 품목할인들어간 MTF2, F4 많이 보시고 기모있는 상품위주로 나가고 있습니다.
하의 같은 경우에도 여성분들이 기모레깅스를 많이 찾으시고 TP04 나 PT01도 잘나가는 편입니다,
TP04 블랙컬러 리오더 되서 들어왔으면 합니다. 기모트레이닝 바지가 많이 없어
그냥 가시는 분들이 많습니다.",,,,,,,,,,,,m195,2019-12-15 00:00:00.000000,,2019-12-15 12:37:09.000000,
M,2019-50,508,빅볼청키와 추운 날씨로 패딩 판매 호조이다. 고가의 패딩 라인 전체에 대한 좋은 반응들이 있었다. 중국인 남성 방문객과 내국인 부부가 커플로 구매했다. DJ02보다 DJS2의 디자인이 더 선호 받는다. 심플함을 찾는 고객님들도 있었지만 브랜드에서 대표되는 커다란 로고나 스티칭이 들어간 옷을 선호하는 경우가 더 많은 19년도 였다.,,,,,,MT21의 반복되는 디자인은 선호되지 않습니다. 비슷하지만 다른 MT04가 더 많이 선호되었고 판매율이 높았습니다.,,,,,,m508,2019-12-15 00:00:00.000000,m508,2019-12-15 00:00:00.000000,내국인 여성 고객님의 SHC7 슈즈에 대한 평가가 있었습니다. 더티 디자인으로 검게 때를 묻히는게 특징인 신발입니다만 신발마다 정도의 차이가 많다고 합니다. 그리고 좀 더 하얀쪽을 선호하셨습니다.
